Filename,No.,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60C-5_page_1033.out,1032,-0.00015312,0.00887438,0.00270623,0.0263722,0.000510264,0.00341061
BY60C-5_page_1034.out,1033,-0.00027147,0.0089268,0.00303146,0.0268847,0.000528093,0.00347011
BY60C-5_page_1035.out,1034,-0.000384925,0.00906256,0.00327163,0.0273647,0.000532986,0.00353595
BY60C-5_page_1036.out,1035,-0.000449339,0.00915214,0.00355491,0.0277588,0.000530497,0.00357351
BY60C-5_page_1037.out,1036,-0.00054663,0.00922565,0.00381507,0.0282106,0.000541186,0.00361756
BY60C-5_page_1038.out,1037,-0.000662269,0.00930972,0.00404719,0.0286241,0.000559036,0.00366001
BY60C-5_page_1039.out,1038,-0.000725095,0.00937007,0.00426833,0.0290295,0.000526427,0.00370551
BY60C-5_page_1040.out,1039,-0.000811102,0.00940608,0.00442133,0.029308,0.000552219,0.00376634
BY60C-5_page_1041.out,1040,-0.000877821,0.00948722,0.00458467,0.0296805,0.000554365,0.00379207
BY60C-5_page_1042.out,1041,-0.00092644,0.00952201,0.00474781,0.0299232,0.000556548,0.0038378
BY60C-5_page_1043.out,1042,-0.000976371,0.00959759,0.00490407,0.0302005,0.000557936,0.00388481
BY60C-5_page_1044.out,1043,-0.00106214,0.00964415,0.00506625,0.0304859,0.000545634,0.00390118
BY60C-5_page_1045.out,1044,-0.00111523,0.0096911,0.00524142,0.0307246,0.00055816,0.00395471
BY60C-5_page_1046.out,1045,-0.00117102,0.00974233,0.00539959,0.0310429,0.00056958,0.00400697
BY60C-5_page_1047.out,1046,-0.00125175,0.00980124,0.00555088,0.0312796,0.000546761,0.00400929
BY60C-5_page_1048.out,1047,-0.00128554,0.00982866,0.00567153,0.0315626,0.000562144,0.00405689
BY60C-5_page_1049.out,1048,-0.00133111,0.0098856,0.00578052,0.0317141,0.000563882,0.00407911
BY60C-5_page_1050.out,1049,-0.00136225,0.00991323,0.00585866,0.031879,0.000574726,0.004093
BY60C-5_page_1051.out,1050,-0.00139659,0.00993624,0.00592747,0.0320904,0.000580594,0.00412872
BY60C-5_page_1052.out,1051,-0.00140559,0.00999448,0.00594824,0.0322143,0.000585286,0.00415471
BY60C-5_page_1053.out,1052,-0.00129136,0.00996773,0.00571332,0.0322203,0.000595942,0.00416208
BY60C-5_page_1054.out,1053,-0.00121447,0.0099725,0.00553673,0.0322677,0.000593337,0.0041686
BY60C-5_page_1055.out,1054,-0.00115665,0.00996086,0.00542623,0.0322836,0.000585945,0.00418707
BY60C-5_page_1056.out,1055,-0.00113831,0.0099648,0.00532107,0.0322837,0.000578306,0.00418089
BY60C-5_page_1057.out,1056,-0.00109486,0.00999068,0.00524438,0.0323214,0.000585604,0.00416767
BY60C-5_page_1058.out,1057,-0.00106419,0.0099677,0.00517186,0.0323471,0.000579255,0.00418345
BY60C-5_page_1059.out,1058,-0.00106168,0.00999413,0.0051162,0.0323931,0.000590746,0.00417088
BY60C-5_page_1060.out,1059,-0.0010321,0.0099949,0.00506594,0.0324268,0.000582296,0.00418713
BY60C-5_page_1061.out,1060,-0.00101739,0.0100025,0.00501136,0.0324028,0.000585792,0.00418952
BY60C-5_page_1062.out,1061,-0.000983391,0.0100012,0.00496701,0.0324031,0.000598936,0.00420688
BY60C-5_page_1063.out,1062,-0.000984439,0.0100245,0.00492177,0.0324,0.000571411,0.00419802
BY60C-5_page_1064.out,1063,-0.000964464,0.0100194,0.00488127,0.0323611,0.00059095,0.00419408
BY60C-5_page_1065.out,1064,-0.000956276,0.0100157,0.00485854,0.0323969,0.000597755,0.00421048
BY60C-5_page_1066.out,1065,-0.000931107,0.0100112,0.0048302,0.0324292,0.000594651,0.00421385
BY60C-5_page_1067.out,1066,-0.000926417,0.0100178,0.00479375,0.0324065,0.000586077,0.00421733
BY60C-5_page_1068.out,1067,-0.00090185,0.0100468,0.00476045,0.032391,0.000585709,0.0041959
BY60C-5_page_1069.out,1068,-0.000904271,0.0100276,0.00474041,0.0324161,0.000587114,0.00422557
BY60C-5_page_1070.out,1069,-0.000891644,0.0100374,0.00472617,0.0324449,0.00059897,0.00420727
BY60C-5_page_1071.out,1070,-0.000898272,0.0100315,0.00470239,0.0324556,0.000590221,0.00423076
BY60C-5_page_1072.out,1071,-0.000862056,0.0100338,0.00466969,0.0324458,0.000597933,0.00421614
BY60C-5_page_1073.out,1072,-0.000863202,0.0100343,0.00466038,0.0324336,0.000591289,0.00420868
BY60C-5_page_1074.out,1073,-0.000851987,0.0100173,0.00464353,0.0324397,0.000593478,0.0042199
BY60C-5_page_1075.out,1074,-0.000847689,0.0100205,0.00462863,0.0324681,0.000587763,0.00423358
BY60C-5_page_1076.out,1075,-0.00083731,0.0100227,0.00460861,0.0324609,0.000577072,0.00422662
BY60C-5_page_1077.out,1076,-0.000824732,0.010027,0.00458893,0.0324907,0.000587168,0.00423916
BY60C-5_page_1078.out,1077,-0.000824709,0.0100295,0.00458139,0.0325418,0.000591722,0.00423481
